Date,Latitude,Longitude,Sea_Surface_Temperature,HotSpots,Degree_Heating_Weeks,Bleaching_Alert_Area
3/12/13,-16.1,145.95,29.278,0.6649,0,0
3/13/13,-16.1,145.95,28.9086,0.2774,0,0
3/14/13,-16.1,145.95,29.076,0.4724,0,0
3/15/13,-16.1,145.95,28.8417,0.1351,0,0
3/16/13,-16.1,145.95,29.0365,0.3688,0,0
3/17/13,-16.1,145.95,28.7807,0.1089,0,0
3/18/13,-16.1,145.95,29.2601,0.3837,0,0
3/19/13,-16.1,145.95,28.6176,0,0,0
3/20/13,-16.1,145.95,28.8225,0.1859,0,0
3/21/13,-16.1,145.95,28.9649,0.2412,0,0
3/22/13,-16.1,145.95,28.6197,0.0354,0,0
3/23/13,-16.1,145.95,28.494,0,0,0
3/24/13,-16.1,145.95,28.2041,0,0,0
3/25/13,-16.1,145.95,28.9065,0.1127,0,0
3/26/13,-16.1,145.95,28.7505,0.1893,0,0
3/27/13,-16.1,145.95,28.5872,0,0,0
3/28/13,-16.1,145.95,28.6672,0.0476,0,0
3/29/13,-16.1,145.95,28.7061,0.1649,0,0
3/30/13,-16.1,145.95,28.8346,0.2251,0,0
3/31/13,-16.1,145.95,28.6628,0.043,0,0
4/1/13,-16.1,145.95,28.348,0,0,0
4/2/13,-16.1,145.95,28.209,0,0,0
4/3/13,-16.1,145.95,27.6267,0,0,0
4/4/13,-16.1,145.95,27.8416,0,0,0
4/5/13,-16.1,145.95,27.7741,0,0,0
4/6/13,-16.1,145.95,27.5148,0,0,0
4/7/13,-16.1,145.95,27.9849,0,0,0
4/8/13,-16.1,145.95,28.479,0,0,0
4/9/13,-16.1,145.95,28.2673,0,0,0
4/10/13,-16.1,145.95,28.702,0,0,0
4/11/13,-16.1,145.95,28.3574,0,0,0
4/12/13,-16.1,145.95,27.8471,0,0,0
4/13/13,-16.1,145.95,28.3827,0,0,0
4/14/13,-16.1,145.95,27.6549,0,0,0
4/15/13,-16.1,145.95,27.457,0,0,0
4/16/13,-16.1,145.95,27.4156,0,0,0
4/17/13,-16.1,145.95,27.5677,0,0,0
4/18/13,-16.1,145.95,27.4616,0,0,0
4/19/13,-16.1,145.95,27.7585,0,0,0
4/20/13,-16.1,145.95,28.2123,0,0,0
4/21/13,-16.1,145.95,27.8168,0,0,0
4/22/13,-16.1,145.95,27.7332,0,0,0
4/23/13,-16.1,145.95,27.8951,0,0,0
4/24/13,-16.1,145.95,27.8103,0,0,0
4/25/13,-16.1,145.95,27.6517,0,0,0
4/26/13,-16.1,145.95,27.7152,0,0,0
4/27/13,-16.1,145.95,27.8324,0,0,0
4/28/13,-16.1,145.95,27.7815,0,0,0
4/29/13,-16.1,145.95,27.6875,0,0,0
4/30/13,-16.1,145.95,27.014,0,0,0
5/1/13,-16.1,145.95,26.7264,0,0,0
5/2/13,-16.1,145.95,26.8984,0,0,0
5/3/13,-16.1,145.95,27.0848,0,0,0
5/4/13,-16.1,145.95,27.0467,0,0,0
5/5/13,-16.1,145.95,26.9776,0,0,0
5/6/13,-16.1,145.95,26.8998,0,0,0
5/7/13,-16.1,145.95,26.6768,0,0,0
5/8/13,-16.1,145.95,26.8819,0,0,0
5/9/13,-16.1,145.95,26.6589,0,0,0
5/10/13,-16.1,145.95,26.6947,0,0,0
5/11/13,-16.1,145.95,26.7231,0,0,0
5/12/13,-16.1,145.95,26.7053,0,0,0
5/13/13,-16.1,145.95,26.5178,0,0,0
5/14/13,-16.1,145.95,26.4122,0,0,0
5/15/13,-16.1,145.95,26.5492,0,0,0
5/16/13,-16.1,145.95,26.9048,0,0,0
5/17/13,-16.1,145.95,27.0705,0,0,0
5/18/13,-16.1,145.95,26.8992,0,0,0
5/19/13,-16.1,145.95,26.8518,0,0,0
5/20/13,-16.1,145.95,27.1423,0,0,0
5/21/13,-16.1,145.95,26.8974,0,0,0
5/22/13,-16.1,145.95,27.0647,0,0,0
5/23/13,-16.1,145.95,26.8571,0,0,0
5/24/13,-16.1,145.95,26.6084,0,0,0
5/25/13,-16.1,145.95,26.4244,0,0,0
5/26/13,-16.1,145.95,26.3182,0,0,0
5/27/13,-16.1,145.95,26.3239,0,0,0
5/28/13,-16.1,145.95,26.3672,0,0,0
5/29/13,-16.1,145.95,26.2265,0,0,0
5/30/13,-16.1,145.95,26.4492,0,0,0
5/31/13,-16.1,145.95,26.7983,0,0,0
6/1/13,-16.1,145.95,26.6914,0,0,0
6/2/13,-16.1,145.95,26.5688,0,0,0
6/3/13,-16.1,145.95,26.5377,0,0,0
6/4/13,-16.1,145.95,26.159,0,0,0
6/5/13,-16.1,145.95,26.3016,0,0,0
6/6/13,-16.1,145.95,26.0888,0,0,0
6/7/13,-16.1,145.95,26.1372,0,0,0
6/8/13,-16.1,145.95,25.9847,0,0,0
6/9/13,-16.1,145.95,25.6058,0,0,0
6/10/13,-16.1,145.95,25.8496,0,0,0
6/11/13,-16.1,145.95,25.6972,0,0,0
6/12/13,-16.1,145.95,25.863,0,0,0
6/13/13,-16.1,145.95,25.6839,0,0,0
6/14/13,-16.1,145.95,25.7738,0,0,0
6/15/13,-16.1,145.95,24.9951,0,0,0
6/16/13,-16.1,145.95,24.8872,0,0,0
6/17/13,-16.1,145.95,25.2776,0,0,0
6/18/13,-16.1,145.95,24.8076,0,0,0
6/19/13,-16.1,145.95,25.1622,0,0,0
6/20/13,-16.1,145.95,24.7165,0,0,0
6/21/13,-16.1,145.95,25.0499,0,0,0
6/22/13,-16.1,145.95,24.9876,0,0,0
6/23/13,-16.1,145.95,24.8809,0,0,0
6/24/13,-16.1,145.95,25.1348,0,0,0
6/25/13,-16.1,145.95,24.9523,0,0,0
6/26/13,-16.1,145.95,24.6467,0,0,0
6/27/13,-16.1,145.95,25.2403,0,0,0
6/28/13,-16.1,145.95,24.9532,0,0,0
6/29/13,-16.1,145.95,25.3926,0,0,0
6/30/13,-16.1,145.95,25.1419,0,0,0
7/1/13,-16.1,145.95,25.5609,0,0,0
7/2/13,-16.1,145.95,25.4696,0,0,0
7/3/13,-16.1,145.95,25.2538,0,0,0
7/4/13,-16.1,145.95,25.4067,0,0,0
7/5/13,-16.1,145.95,24.8388,0,0,0
7/6/13,-16.1,145.95,24.7835,0,0,0
7/7/13,-16.1,145.95,24.9619,0,0,0
7/8/13,-16.1,145.95,25.0883,0,0,0
7/9/13,-16.1,145.95,25.0574,0,0,0
7/10/13,-16.1,145.95,24.6186,0,0,0
7/11/13,-16.1,145.95,24.7589,0,0,0
7/12/13,-16.1,145.95,24.9096,0,0,0
7/13/13,-16.1,145.95,24.5726,0,0,0
7/14/13,-16.1,145.95,24.5239,0,0,0
7/15/13,-16.1,145.95,24.4505,0,0,0
7/16/13,-16.1,145.95,24.4794,0,0,0
7/17/13,-16.1,145.95,24.6847,0,0,0
7/18/13,-16.1,145.95,24.8254,0,0,0
7/19/13,-16.1,145.95,24.8683,0,0,0
7/20/13,-16.1,145.95,24.7851,0,0,0
7/21/13,-16.1,145.95,24.9518,0,0,0
7/22/13,-16.1,145.95,25.0952,0,0,0
7/23/13,-16.1,145.95,24.9624,0,0,0
7/24/13,-16.1,145.95,24.3877,0,0,0
7/25/13,-16.1,145.95,23.1298,0,0,0
7/26/13,-16.1,145.95,24.6654,0,0,0
7/27/13,-16.1,145.95,24.9387,0,0,0
7/28/13,-16.1,145.95,24.9224,0,0,0
7/29/13,-16.1,145.95,24.9239,0,0,0
7/30/13,-16.1,145.95,25.4484,0,0,0
7/31/13,-16.1,145.95,25.0436,0,0,0
8/1/13,-16.1,145.95,24.9702,0,0,0
8/2/13,-16.1,145.95,24.9094,0,0,0
8/3/13,-16.1,145.95,25.3664,0,0,0
8/4/13,-16.1,145.95,25.979,0,0,0
8/5/13,-16.1,145.95,25.3617,0,0,0
8/6/13,-16.1,145.95,25.0558,0,0,0
8/7/13,-16.1,145.95,25.5669,0,0,0
8/8/13,-16.1,145.95,25.3114,0,0,0
8/9/13,-16.1,145.95,25.1364,0,0,0
8/10/13,-16.1,145.95,24.4993,0,0,0
8/11/13,-16.1,145.95,25.2667,0,0,0
8/12/13,-16.1,145.95,25.4104,0,0,0
8/13/13,-16.1,145.95,25.175,0,0,0
8/14/13,-16.1,145.95,25.3447,0,0,0
8/15/13,-16.1,145.95,24.9433,0,0,0
8/16/13,-16.1,145.95,25.4751,0,0,0
8/17/13,-16.1,145.95,25.3894,0,0,0
8/18/13,-16.1,145.95,25.3221,0,0,0
8/19/13,-16.1,145.95,25.5212,0,0,0
8/20/13,-16.1,145.95,25.5192,0,0,0
8/21/13,-16.1,145.95,25.0574,0,0,0
8/22/13,-16.1,145.95,24.8936,0,0,0
8/23/13,-16.1,145.95,24.9043,0,0,0
8/24/13,-16.1,145.95,24.3758,0,0,0
8/25/13,-16.1,145.95,25.0818,0,0,0
8/26/13,-16.1,145.95,25.3095,0,0,0
8/27/13,-16.1,145.95,25.0284,0,0,0
8/28/13,-16.1,145.95,25.3024,0,0,0
8/29/13,-16.1,145.95,25.2431,0,0,0
8/30/13,-16.1,145.95,25.3529,0,0,0
8/31/13,-16.1,145.95,25.754,0,0,0
9/1/13,-16.1,145.95,25.1143,0,0,0
9/2/13,-16.1,145.95,24.9032,0,0,0
9/3/13,-16.1,145.95,24.9224,0,0,0
9/4/13,-16.1,145.95,24.9595,0,0,0
9/5/13,-16.1,145.95,24.8089,0,0,0
9/6/13,-16.1,145.95,24.7663,0,0,0
9/7/13,-16.1,145.95,24.48,0,0,0
9/8/13,-16.1,145.95,24.5589,0,0,0
9/9/13,-16.1,145.95,24.9543,0,0,0
9/10/13,-16.1,145.95,24.9501,0,0,0
9/11/13,-16.1,145.95,24.9682,0,0,0
9/12/13,-16.1,145.95,25.1174,0,0,0
9/13/13,-16.1,145.95,25.7206,0,0,0
9/14/13,-16.1,145.95,25.2489,0,0,0
9/15/13,-16.1,145.95,25.4258,0,0,0
9/16/13,-16.1,145.95,25.496,0,0,0
9/17/13,-16.1,145.95,25.3499,0,0,0
9/18/13,-16.1,145.95,25.6642,0,0,0
9/19/13,-16.1,145.95,25.4232,0,0,0
9/20/13,-16.1,145.95,26.0759,0,0,0
9/21/13,-16.1,145.95,26.0744,0,0,0
9/22/13,-16.1,145.95,25.7396,0,0,0
9/23/13,-16.1,145.95,26.0063,0,0,0
9/24/13,-16.1,145.95,26.3506,0,0,0
9/25/13,-16.1,145.95,26.3046,0,0,0
9/26/13,-16.1,145.95,26.3819,0,0,0
9/27/13,-16.1,145.95,26.551,0,0,0
9/28/13,-16.1,145.95,26.5688,0,0,0
9/29/13,-16.1,145.95,26.6884,0,0,0
9/30/13,-16.1,145.95,26.44,0,0,0
10/1/13,-16.1,145.95,26.6197,0,0,0
10/2/13,-16.1,145.95,26.3842,0,0,0
10/3/13,-16.1,145.95,26.6917,0,0,0
10/4/13,-16.1,145.95,26.3797,0,0,0
10/5/13,-16.1,145.95,26.2704,0,0,0
10/6/13,-16.1,145.95,26.2837,0,0,0
10/7/13,-16.1,145.95,26.5283,0,0,0
10/8/13,-16.1,145.95,26.4083,0,0,0
10/9/13,-16.1,145.95,26.4142,0,0,0
10/10/13,-16.1,145.95,26.3247,0,0,0
10/11/13,-16.1,145.95,26.2729,0,0,0
10/12/13,-16.1,145.95,26.8674,0,0,0
10/13/13,-16.1,145.95,26.9678,0,0,0
10/14/13,-16.1,145.95,26.912,0,0,0
10/15/13,-16.1,145.95,26.9961,0,0,0
10/16/13,-16.1,145.95,26.6484,0,0,0
10/17/13,-16.1,145.95,26.7585,0,0,0
10/18/13,-16.1,145.95,26.7534,0,0,0
10/19/13,-16.1,145.95,26.6105,0,0,0
10/20/13,-16.1,145.95,26.4863,0,0,0
10/21/13,-16.1,145.95,26.4547,0,0,0
10/22/13,-16.1,145.95,26.3611,0,0,0
10/23/13,-16.1,145.95,26.5302,0,0,0
10/24/13,-16.1,145.95,26.9953,0,0,0
10/25/13,-16.1,145.95,27.0981,0,0,0
10/26/13,-16.1,145.95,26.8606,0,0,0
10/27/13,-16.1,145.95,27.1947,0,0,0
10/28/13,-16.1,145.95,26.9308,0,0,0
10/29/13,-16.1,145.95,27.3346,0,0,0
10/30/13,-16.1,145.95,27.4104,0,0,0
10/31/13,-16.1,145.95,27.8077,0,0,0
11/1/13,-16.1,145.95,27.758,0,0,0
11/2/13,-16.1,145.95,27.4637,0,0,0
11/3/13,-16.1,145.95,27.4611,0,0,0
11/4/13,-16.1,145.95,27.3461,0,0,0
11/5/13,-16.1,145.95,27.2153,0,0,0
11/6/13,-16.1,145.95,27.1846,0,0,0
11/7/13,-16.1,145.95,27.2614,0,0,0
11/8/13,-16.1,145.95,27.3157,0,0,0
11/9/13,-16.1,145.95,27.3515,0,0,0
11/10/13,-16.1,145.95,27.3585,0,0,0
11/11/13,-16.1,145.95,27.2591,0,0,0
11/12/13,-16.1,145.95,27.4829,0,0,0
11/13/13,-16.1,145.95,27.8723,0,0,0
11/14/13,-16.1,145.95,27.3327,0,0,0
11/15/13,-16.1,145.95,27.8103,0,0,0
11/16/13,-16.1,145.95,27.9631,0,0,0
11/17/13,-16.1,145.95,28.6218,0,0,0
11/18/13,-16.1,145.95,28.5262,0,0,0
11/19/13,-16.1,145.95,28.0596,0,0,0
11/20/13,-16.1,145.95,28.4874,0,0,0
11/21/13,-16.1,145.95,28.782,0,0,0
11/22/13,-16.1,145.95,28.9665,0.324,0,1
11/23/13,-16.1,145.95,29.7506,1.0594,0.1513,2
11/24/13,-16.1,145.95,29.3852,0.7841,0.1513,2
11/25/13,-16.1,145.95,29.3525,0.7867,0.1513,2
11/26/13,-16.1,145.95,29.3648,0.485,0.1513,2
11/27/13,-16.1,145.95,29.3482,0.7593,0.1513,2
11/28/13,-16.1,145.95,29.3641,0.7752,0.1513,2
11/29/13,-16.1,145.95,29.0476,0.4663,0.1513,2
11/30/13,-16.1,145.95,29.3411,0.7752,0.1513,1
12/1/13,-16.1,145.95,28.7504,0.1973,0.1513,1
12/2/13,-16.1,145.95,28.6511,0.0767,0.1513,1
12/3/13,-16.1,145.95,28.6393,0.067,0.1513,1
12/4/13,-16.1,145.95,28.6047,0,0.1513,1
12/5/13,-16.1,145.95,28.9109,0.2366,0.1513,1
12/6/13,-16.1,145.95,28.86,0.2224,0.1513,1
12/7/13,-16.1,145.95,28.5276,0,0.1513,1
12/8/13,-16.1,145.95,28.5623,0,0.1513,1
12/9/13,-16.1,145.95,28.6839,0.1382,0.1513,1
12/10/13,-16.1,145.95,28.7138,0.0912,0.1513,1
12/11/13,-16.1,145.95,28.8128,0.1902,0.1513,1
12/12/13,-16.1,145.95,29.1549,0.4811,0.1513,1
12/13/13,-16.1,145.95,28.81,0.1809,0.1513,1
12/14/13,-16.1,145.95,28.9127,0.113,0.1513,1
12/15/13,-16.1,145.95,28.6875,0.0896,0.1513,1
12/16/13,-16.1,145.95,28.6716,0.0622,0.1513,1
12/17/13,-16.1,145.95,28.4824,0,0.1513,1
12/18/13,-16.1,145.95,28.4922,0,0.1513,1
12/19/13,-16.1,145.95,28.423,0,0.1513,1
12/20/13,-16.1,145.95,28.4282,0,0.1513,1
12/21/13,-16.1,145.95,28.3571,0,0.1513,1
12/22/13,-16.1,145.95,28.3752,0,0.1513,1
12/23/13,-16.1,145.95,28.1494,0,0.1513,0
12/24/13,-16.1,145.95,28.0456,0,0.1513,0
12/25/13,-16.1,145.95,28.0205,0,0.1513,0
12/26/13,-16.1,145.95,28.1411,0,0.1513,0
12/27/13,-16.1,145.95,28.6714,0,0.1513,0
12/28/13,-16.1,145.95,28.3115,0,0.1513,0
12/29/13,-16.1,145.95,28.6647,0.0985,0.1513,1
12/30/13,-16.1,145.95,28.661,0.0994,0.1513,1
12/31/13,-16.1,145.95,28.751,0.0731,0.1513,1
1/1/14,-16.1,145.95,28.9273,0.2738,0.1513,1
1/2/14,-16.1,145.95,29.0927,0.4537,0.1513,1
1/3/14,-16.1,145.95,29.644,1.0079,0.2953,2
1/4/14,-16.1,145.95,29.6336,1.0464,0.4448,2
1/5/14,-16.1,145.95,29.8288,1.2072,0.6173,2
1/6/14,-16.1,145.95,29.7854,1.1829,0.7863,2
1/7/14,-16.1,145.95,30.0545,1.1488,0.9504,2
1/8/14,-16.1,145.95,29.7258,1.1785,1.1187,2
1/9/14,-16.1,145.95,29.7126,1.0806,1.2731,2
1/10/14,-16.1,145.95,29.6311,0.9918,1.2731,2
1/11/14,-16.1,145.95,29.1814,0.5943,1.2731,2
1/12/14,-16.1,145.95,29.4055,0.6097,1.2731,2
1/13/14,-16.1,145.95,29.1037,0.3832,1.2731,2
1/14/14,-16.1,145.95,29.0989,0.4326,1.2731,2
1/15/14,-16.1,145.95,29.0509,0.4961,1.2731,2
1/16/14,-16.1,145.95,29.1913,0.4197,1.2731,1
1/17/14,-16.1,145.95,29.1595,0.5542,1.2731,1
1/18/14,-16.1,145.95,28.8045,0.2047,1.2731,1
1/19/14,-16.1,145.95,28.9847,0.2547,1.2731,1
1/20/14,-16.1,145.95,29.5406,0.9078,1.2731,1
1/21/14,-16.1,145.95,29.5523,0.7628,1.2731,1
1/22/14,-16.1,145.95,29.6166,0.9476,1.2731,1
1/23/14,-16.1,145.95,29.3183,0.6554,1.2731,1
1/24/14,-16.1,145.95,29.107,0.3926,1.2731,1
1/25/14,-16.1,145.95,29.4485,0.7221,1.2731,1
1/26/14,-16.1,145.95,29.125,0.4392,1.2731,1
1/27/14,-16.1,145.95,29.2945,0.6217,1.2731,1
1/28/14,-16.1,145.95,29.5092,0.6009,1.2731,1
1/29/14,-16.1,145.95,29.0995,0.4979,1.2731,1
1/30/14,-16.1,145.95,29.2351,0.6184,1.2731,1
1/31/14,-16.1,145.95,29.5113,0.9275,1.2731,1
2/1/14,-16.1,145.95,29.8177,1.0357,1.4211,2
2/2/14,-16.1,145.95,30.5314,1.8215,1.6813,2
2/3/14,-16.1,145.95,30.1665,1.2915,1.8658,2
2/4/14,-16.1,145.95,29.4107,0.6261,1.8658,2
2/5/14,-16.1,145.95,28.4998,0,1.8658,2
2/6/14,-16.1,145.95,29.1326,0.2831,1.8658,2
2/7/14,-16.1,145.95,28.8165,0.0645,1.8658,2
2/8/14,-16.1,145.95,29.1018,0.501,1.8658,2
2/9/14,-16.1,145.95,28.9963,0.4116,1.8658,2
2/10/14,-16.1,145.95,28.8093,0.2477,1.8658,1
2/11/14,-16.1,145.95,28.7834,0.2128,1.8658,1
2/12/14,-16.1,145.95,28.3349,0,1.8658,1
2/13/14,-16.1,145.95,28.4686,0,1.8658,1
2/14/14,-16.1,145.95,28.5816,0,1.8658,1
2/15/14,-16.1,145.95,29.0881,0.4546,1.7144,1
2/16/14,-16.1,145.95,29.8228,1.1083,1.8727,2
2/17/14,-16.1,145.95,29.6602,0.9745,1.8727,2
2/18/14,-16.1,145.95,29.8239,0.9136,1.8727,2
2/19/14,-16.1,145.95,28.9751,0.4028,1.8727,2
2/20/14,-16.1,145.95,29.6469,0.895,1.8727,2
2/21/14,-16.1,145.95,29.0235,0.4567,1.8727,2
2/22/14,-16.1,145.95,28.8955,0.3087,1.8727,2
2/23/14,-16.1,145.95,29.1043,0.3662,1.8727,1
2/24/14,-16.1,145.95,28.7974,0.1592,1.8727,1
2/25/14,-16.1,145.95,28.5557,0.002,1.8727,1
2/26/14,-16.1,145.95,28.5859,0,1.8727,1
2/27/14,-16.1,145.95,28.343,0,1.8727,1
2/28/14,-16.1,145.95,28.2792,0,1.8727,1
3/1/14,-16.1,145.95,28.148,0,1.8727,1
3/2/14,-16.1,145.95,28.5068,0,1.8727,1
3/3/14,-16.1,145.95,28.9939,0.3916,1.8727,1
3/4/14,-16.1,145.95,28.905,0.2779,1.8727,1
3/5/14,-16.1,145.95,28.3539,0,1.8727,1
3/6/14,-16.1,145.95,29.2135,0.5148,1.8727,1
3/7/14,-16.1,145.95,28.7208,0.1408,1.8727,1
3/8/14,-16.1,145.95,28.8839,0.1508,1.8727,1
3/9/14,-16.1,145.95,28.8438,0.1431,1.8727,1
3/10/14,-16.1,145.95,28.8735,0.322,1.8727,1
3/11/14,-16.1,145.95,28.4596,0,1.8727,1
3/12/14,-16.1,145.95,28.4035,0,1.8727,1
3/13/14,-16.1,145.95,28.1108,0,1.8727,1
3/14/14,-16.1,145.95,28.2951,0,1.8727,1
3/15/14,-16.1,145.95,28.0714,0,1.8727,1
3/16/14,-16.1,145.95,27.9549,0,1.8727,1
3/17/14,-16.1,145.95,28.2958,0,1.8727,0
3/18/14,-16.1,145.95,28.0612,0,1.8727,0
3/19/14,-16.1,145.95,27.9101,0,1.8727,0
3/20/14,-16.1,145.95,27.9035,0,1.8727,0
3/21/14,-16.1,145.95,28.0651,0,1.8727,0
3/22/14,-16.1,145.95,28.1991,0,1.8727,0
3/23/14,-16.1,145.95,27.8287,0,1.8727,0
3/24/14,-16.1,145.95,28.2582,0,1.8727,0
3/25/14,-16.1,145.95,27.8672,0,1.8727,0
3/26/14,-16.1,145.95,27.921,0,1.8727,0
3/27/14,-16.1,145.95,28.44,0,1.8727,0
3/28/14,-16.1,145.95,28.1805,0,1.7288,0
3/29/14,-16.1,145.95,28.3069,0,1.5793,0
3/30/14,-16.1,145.95,28.1247,0,1.4068,0
3/31/14,-16.1,145.95,28.2657,0,1.2378,0
4/1/14,-16.1,145.95,28.2582,0,1.0737,0
4/2/14,-16.1,145.95,28.0617,0,0.9054,0
4/3/14,-16.1,145.95,27.9912,0,0.751,0
4/4/14,-16.1,145.95,28.1749,0,0.751,0
4/5/14,-16.1,145.95,27.9604,0,0.751,0
4/6/14,-16.1,145.95,28.1442,0,0.751,0
4/7/14,-16.1,145.95,28.3149,0,0.751,0
4/8/14,-16.1,145.95,28.6011,0.0484,0.751,1
4/9/14,-16.1,145.95,28.303,0,0.751,1
4/10/14,-16.1,145.95,27.9202,0,0.751,1
4/11/14,-16.1,145.95,27.7537,0,0.751,1
4/12/14,-16.1,145.95,27.4595,0,0.751,1
4/13/14,-16.1,145.95,27.8918,0,0.751,1
4/14/14,-16.1,145.95,28.1494,0,0.751,1
4/15/14,-16.1,145.95,28.0026,0,0.751,0
4/16/14,-16.1,145.95,27.7854,0,0.751,0
4/17/14,-16.1,145.95,27.824,0,0.751,0
4/18/14,-16.1,145.95,27.8131,0,0.751,0
4/19/14,-16.1,145.95,27.9508,0,0.751,0
4/20/14,-16.1,145.95,27.5216,0,0.751,0
4/21/14,-16.1,145.95,26.9596,0,0.751,0
4/22/14,-16.1,145.95,27.345,0,0.751,0
4/23/14,-16.1,145.95,27.0327,0,0.751,0
4/24/14,-16.1,145.95,27.433,0,0.751,0
4/25/14,-16.1,145.95,27.5887,0,0.751,0
4/26/14,-16.1,145.95,27.4953,0,0.603,0
4/27/14,-16.1,145.95,27.863,0,0.3428,0
4/28/14,-16.1,145.95,27.6248,0,0.1583,0
4/29/14,-16.1,145.95,27.683,0,0.1583,0
4/30/14,-16.1,145.95,27.7732,0,0.1583,0
5/1/14,-16.1,145.95,27.6572,0,0.1583,0
5/2/14,-16.1,145.95,27.8079,0,0.1583,0
5/3/14,-16.1,145.95,27.7925,0,0.1583,0
5/4/14,-16.1,145.95,27.1151,0,0.1583,0
5/5/14,-16.1,145.95,27.0449,0,0.1583,0
5/6/14,-16.1,145.95,26.9245,0,0.1583,0
5/7/14,-16.1,145.95,26.9124,0,0.1583,0
5/8/14,-16.1,145.95,26.8538,0,0.1583,0
5/9/14,-16.1,145.95,26.9851,0,0.1583,0
5/10/14,-16.1,145.95,26.9859,0,0.1583,0
5/11/14,-16.1,145.95,26.8785,0,0,0
5/12/14,-16.1,145.95,27.0041,0,0,0
5/13/14,-16.1,145.95,27.0098,0,0,0
5/14/14,-16.1,145.95,26.818,0,0,0
5/15/14,-16.1,145.95,26.7134,0,0,0
5/16/14,-16.1,145.95,26.5498,0,0,0
5/17/14,-16.1,145.95,26.5921,0,0,0
5/18/14,-16.1,145.95,26.6041,0,0,0
5/19/14,-16.1,145.95,26.4604,0,0,0
5/20/14,-16.1,145.95,26.4044,0,0,0
5/21/14,-16.1,145.95,26.4447,0,0,0
5/22/14,-16.1,145.95,26.1903,0,0,0
5/23/14,-16.1,145.95,26.069,0,0,0
5/24/14,-16.1,145.95,26.0371,0,0,0
5/25/14,-16.1,145.95,25.8876,0,0,0
5/26/14,-16.1,145.95,25.6972,0,0,0
5/27/14,-16.1,145.95,26.0354,0,0,0
5/28/14,-16.1,145.95,25.9006,0,0,0
5/29/14,-16.1,145.95,26.2983,0,0,0
5/30/14,-16.1,145.95,26.2744,0,0,0
5/31/14,-16.1,145.95,26.3368,0,0,0
6/1/14,-16.1,145.95,26.4581,0,0,0
6/2/14,-16.1,145.95,26.4093,0,0,0
6/3/14,-16.1,145.95,26.3936,0,0,0
6/4/14,-16.1,145.95,26.2087,0,0,0
6/5/14,-16.1,145.95,26.07,0,0,0
6/6/14,-16.1,145.95,26.1465,0,0,0
6/7/14,-16.1,145.95,26.1661,0,0,0
6/8/14,-16.1,145.95,25.9362,0,0,0
6/9/14,-16.1,145.95,25.7406,0,0,0
6/10/14,-16.1,145.95,25.6592,0,0,0
6/11/14,-16.1,145.95,25.6416,0,0,0
6/12/14,-16.1,145.95,25.6059,0,0,0
6/13/14,-16.1,145.95,25.6059,0,0,0
6/14/14,-16.1,145.95,25.6059,0,0,0
6/15/14,-16.1,145.95,25.6059,0,0,0
6/16/14,-16.1,145.95,26.5364,0,0,0
6/17/14,-16.1,145.95,26.0298,0,0,0
6/18/14,-16.1,145.95,25.1806,0,0,0
6/19/14,-16.1,145.95,25.3843,0,0,0
6/20/14,-16.1,145.95,25.6579,0,0,0
6/21/14,-16.1,145.95,25.7731,0,0,0
6/22/14,-16.1,145.95,25.6799,0,0,0
6/23/14,-16.1,145.95,25.3408,0,0,0
6/24/14,-16.1,145.95,25.3804,0,0,0
6/25/14,-16.1,145.95,25.449,0,0,0
6/26/14,-16.1,145.95,25.1496,0,0,0
6/27/14,-16.1,145.95,25.2676,0,0,0
6/28/14,-16.1,145.95,25.2922,0,0,0
6/29/14,-16.1,145.95,25.2805,0,0,0
6/30/14,-16.1,145.95,25.0289,0,0,0
7/1/14,-16.1,145.95,24.8033,0,0,0
